Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,pm25_normalized,pm10_normalized,co2_normalized,ren_normalized,risk_score,risk_category
Chile,Independencia,2016,29,62,4.6121125,19.341196,0.19333333333333333,0.248,0.46121125,0.2428734190393712,26.775026714120763,Moderate Risk
Chile,La Florida,2016,29,65,4.6121125,19.341196,0.19333333333333333,0.26,0.46121125,0.2428734190393712,27.01502671412076,Moderate Risk
Chile,Santiago,2016,29,67,4.6121125,19.341196,0.19333333333333333,0.268,0.46121125,0.2428734190393712,27.175026714120765,Moderate Risk
China,Fangchenggang,2016,29,45,6.9428844,11.113145,0.19333333333333333,0.18,0.69428844,0.565012848682329,36.51935910697992,Moderate Risk
China,Putian,2016,29,43,6.9428844,11.113145,0.19333333333333333,0.172,0.69428844,0.565012848682329,36.359359106979916,Moderate Risk
Taiwan,Taichung,2014,29,44,11.799141,1.687575,0.19333333333333333,0.176,1.0,0.9340367820366281,49.934068974065895,Moderate Risk
Taiwan,Tainan,2014,29,44,11.799141,1.687575,0.19333333333333333,0.176,1.0,0.9340367820366281,49.934068974065895,Moderate Risk
Iran,Najafabad,2016,29,67,7.6919622,1.3443363,0.19333333333333333,0.268,0.76919622,0.9474750457335097,47.42675864800353,Moderate Risk
Iran,Yasuj,2016,29,66,7.6919622,1.3443363,0.19333333333333333,0.264,0.76919622,0.9474750457335097,47.34675864800353,Moderate Risk
Israel,Gvar'am,2015,29,69,7.815259,1.2694155,0.19333333333333333,0.276,0.7815259,0.9504082973359115,47.89201728005156,Moderate Risk
Italy,Casirate d'Adda,2013,29,37,6.0912943,16.959805,0.19333333333333333,0.148,0.6091294300000001,0.3361081277810737,29.59808448895481,Moderate Risk
Italy,Monza,2016,29,35,5.9216995,16.411886,0.19333333333333333,0.14,0.59216995,0.35755990465393694,29.527930426412073,Moderate Risk
Morocco,Meknes,2008,29,47,1.6253583,1.7804509,0.19333333333333333,0.188,0.16253583,0.9304005637567977,33.35206120846929,Moderate Risk
Philippines,Manila,2016,29,118,1.1262923,13.798237,0.19333333333333333,0.472,0.11262923,0.4598878311758905,28.623674556851146,Moderate Risk
Poland,Bochnia,2016,29,35,8.449371,5.877876,0.19333333333333333,0.14,0.8449370999999999,0.7699807772583014,42.83169087849936,Moderate Risk
Poland,Piotrków Trybunalski,2016,29,38,8.449371,5.877876,0.19333333333333333,0.152,0.8449370999999999,0.7699807772583014,43.07169087849936,Moderate Risk
Poland,Żory,2016,29,42,8.449371,5.877876,0.19333333333333333,0.168,0.8449370999999999,0.7699807772583014,43.39169087849936,Moderate Risk
Chile,Curico,2016,28,47,4.6121125,19.341196,0.18666666666666668,0.188,0.46121125,0.2428734190393712,25.308360047454094,Moderate Risk
Chile,Rancagua,2016,28,68,4.6121125,19.341196,0.18666666666666668,0.272,0.46121125,0.2428734190393712,26.988360047454098,Moderate Risk
China,Eerduosi,2014,28,42,7.187588,9.689675,0.18666666666666668,0.168,0.7187588,0.6207436425135608,37.61671551693789,Moderate Risk
China,Guangyuan,2016,28,70,6.9428844,11.113145,0.18666666666666668,0.28,0.69428844,0.565012848682329,38.252692440313254,Moderate Risk
China,Huangshan,2016,28,45,6.9428844,11.113145,0.18666666666666668,0.18,0.69428844,0.565012848682329,36.25269244031325,Moderate Risk
China,Jixi,2016,28,53,6.9428844,11.113145,0.18666666666666668,0.212,0.69428844,0.565012848682329,36.892692440313255,Moderate Risk
China,Kunming,2016,28,55,6.9428844,11.113145,0.18666666666666668,0.22,0.69428844,0.565012848682329,37.05269244031325,Moderate Risk
China,Lincang,2016,28,44,6.9428844,11.113145,0.18666666666666668,0.176,0.69428844,0.565012848682329,36.17269244031325,Moderate Risk
China,Meizhou,2016,28,46,6.9428844,11.113145,0.18666666666666668,0.184,0.69428844,0.565012848682329,36.33269244031325,Moderate Risk
China,Qiandongnan,2016,28,45,6.9428844,11.113145,0.18666666666666668,0.18,0.69428844,0.565012848682329,36.25269244031325,Moderate Risk
China,Quanzhou,2016,28,48,6.9428844,11.113145,0.18666666666666668,0.192,0.69428844,0.565012848682329,36.49269244031325,Moderate Risk
China,Xiamen,2016,28,47,6.9428844,11.113145,0.18666666666666668,0.188,0.69428844,0.565012848682329,36.41269244031326,Moderate Risk
Iran,Bojnord,2016,28,64,7.6919622,1.3443363,0.18666666666666668,0.256,0.76919622,0.9474750457335097,46.92009198133687,Moderate Risk
Iran,Khomeyni Shahr,2016,28,64,7.6919622,1.3443363,0.18666666666666668,0.256,0.76919622,0.9474750457335097,46.92009198133687,Moderate Risk
Iran,Mobarakeh,2016,28,65,7.6919622,1.3443363,0.18666666666666668,0.26,0.76919622,0.9474750457335097,47.000091981336865,Moderate Risk
Iran,Robatkarim,2016,28,63,7.6919622,1.3443363,0.18666666666666668,0.252,0.76919622,0.9474750457335097,46.84009198133686,Moderate Risk
Iran,Sanandaj,2016,28,64,7.6919622,1.3443363,0.18666666666666668,0.256,0.76919622,0.9474750457335097,46.92009198133687,Moderate Risk
Iran,Tehran,2016,28,72,7.6919622,1.3443363,0.18666666666666668,0.288,0.76919622,0.9474750457335097,47.56009198133686,Moderate Risk
Israel,Jerusalem,2015,28,66,7.815259,1.2694155,0.18666666666666668,0.264,0.7815259,0.9504082973359115,47.385350613384894,Moderate Risk
Italy,Soresina,2016,28,39,5.9216995,16.411886,0.18666666666666668,0.156,0.59216995,0.35755990465393694,29.5812637597454,Moderate Risk
Poland,Bielsko-Biała,2016,28,36,8.449371,5.877876,0.18666666666666668,0.144,0.8449370999999999,0.7699807772583014,42.6450242118327,Moderate Risk
Poland,Tarnowskie Góry,2016,28,38,8.449371,5.877876,0.18666666666666668,0.152,0.8449370999999999,0.7699807772583014,42.805024211832695,Moderate Risk
Thailand,Bangkok,2015,28,41,3.9282057,4.201601,0.18666666666666668,0.164,0.39282057,0.835609231970693,35.31526270608053,Moderate Risk
Bulgaria,Ruse,2015,27,41,6.7052627,10.786984,0.18,0.164,0.67052627,0.5777824971096147,35.4461753421923,Moderate Risk
Chile,Puerto Montt,2016,27,55,4.6121125,19.341196,0.18,0.22,0.46121125,0.2428734190393712,25.68169338078743,Moderate Risk
China,Anshun,2016,27,38,6.9428844,11.113145,0.18,0.152,0.69428844,0.565012848682329,35.42602577364658,Moderate Risk
China,Fuzhou,2016,27,50,6.9428844,11.113145,0.18,0.2,0.69428844,0.565012848682329,36.38602577364659,Moderate Risk
China,Haixi,2016,27,65,6.9428844,11.113145,0.18,0.26,0.69428844,0.565012848682329,37.58602577364658,Moderate Risk
China,Huizhou,2016,27,45,6.9428844,11.113145,0.18,0.18,0.69428844,0.565012848682329,35.98602577364658,Moderate Risk
China,Ningde,2016,27,46,6.9428844,11.113145,0.18,0.184,0.69428844,0.565012848682329,36.06602577364658,Moderate Risk
China,Shenzhen,2016,27,42,6.9428844,11.113145,0.18,0.168,0.69428844,0.565012848682329,35.746025773646586,Moderate Risk
India,Aizawl,2016,27,44,1.7504745,6.369765,0.18,0.176,0.17504745,0.7507226513779872,29.235402027559743,Moderate Risk
Iran,Hamadan,2016,27,61,7.6919622,1.3443363,0.18,0.244,0.76919622,0.9474750457335097,46.4134253146702,Moderate Risk
Iran,Pol-e Dokhtar,2016,27,62,7.6919622,1.3443363,0.18,0.248,0.76919622,0.9474750457335097,46.4934253146702,Moderate Risk
Israel,Bnei Brak,2015,27,65,7.815259,1.2694155,0.18,0.26,0.7815259,0.9504082973359115,47.03868394671824,Moderate Risk
Italy,Cassino,2016,27,35,5.9216995,16.411886,0.18,0.14,0.59216995,0.35755990465393694,28.99459709307874,Moderate Risk
Italy,Dalmine,2016,27,31,5.9216995,16.411886,0.18,0.124,0.59216995,0.35755990465393694,28.674597093078734,Moderate Risk
Italy,Milan,2016,27,36,5.9216995,16.411886,0.18,0.144,0.59216995,0.35755990465393694,29.074597093078737,Moderate Risk
Poland,Chełm,2015,27,35,8.167728,6.386764,0.18,0.14,0.8167728000000001,0.7500571173208331,41.336598346416665,Moderate Risk
Poland,Kalisz,2016,27,33,8.449371,5.877876,0.18,0.132,0.8449370999999999,0.7699807772583014,42.13835754516603,Moderate Risk
Poland,Kędzierzyn-Koźle,2016,27,32,8.449371,5.877876,0.18,0.128,0.8449370999999999,0.7699807772583014,42.05835754516603,Moderate Risk
Poland,Lublin,2016,27,31,8.449371,5.877876,0.18,0.124,0.8449370999999999,0.7699807772583014,41.97835754516603,Moderate Risk
Poland,Siedlce,2016,27,29,8.449371,5.877876,0.18,0.116,0.8449370999999999,0.7699807772583014,41.81835754516603,Moderate Risk
Poland,Trzebinia,2016,27,35,8.449371,5.877876,0.18,0.14,0.8449370999999999,0.7699807772583014,42.29835754516603,Moderate Risk
Turkey,Sivas,2016,27,56,4.9668326,13.98593,0.18,0.224,0.49668326,0.45253939398609,30.6644530797218,Moderate Risk
