Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,pm25_normalized,pm10_normalized,co2_normalized,ren_normalized,risk_score,risk_category
China,Baotou,2016,47,105,6.9428844,11.113145,0.31333333333333335,0.42,0.69428844,0.565012848682329,46.11935910697992,Moderate Risk
China,Guilin,2016,47,64,6.9428844,11.113145,0.31333333333333335,0.256,0.69428844,0.565012848682329,42.83935910697992,Moderate Risk
China,Huludao,2016,47,87,6.9428844,11.113145,0.31333333333333335,0.348,0.69428844,0.565012848682329,44.67935910697992,Moderate Risk
China,Huzhou,2016,47,100,6.9428844,11.113145,0.31333333333333335,0.4,0.69428844,0.565012848682329,45.719359106979915,Moderate Risk
China,Liaoyang,2016,47,83,6.9428844,11.113145,0.31333333333333335,0.332,0.69428844,0.565012848682329,44.35935910697992,Moderate Risk
China,Shizuishan,2016,47,114,6.9428844,11.113145,0.31333333333333335,0.456,0.69428844,0.565012848682329,46.83935910697991,Moderate Risk
China,Zhangqiu,2014,47,71,7.187588,9.689675,0.31333333333333335,0.284,0.7187588,0.6207436425135608,45.00338218360456,Moderate Risk
China,Changchun,2016,46,78,6.9428844,11.113145,0.30666666666666664,0.312,0.69428844,0.565012848682329,43.69269244031325,Moderate Risk
China,Guang'an,2016,46,78,6.9428844,11.113145,0.30666666666666664,0.312,0.69428844,0.565012848682329,43.69269244031325,Moderate Risk
China,Haidong,2016,46,114,6.9428844,11.113145,0.30666666666666664,0.456,0.69428844,0.565012848682329,46.57269244031325,Moderate Risk
China,Jinhua,2016,46,98,6.9428844,11.113145,0.30666666666666664,0.392,0.69428844,0.565012848682329,45.29269244031325,Moderate Risk
China,Kunshan,2014,46,69,7.187588,9.689675,0.30666666666666664,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk
China,Lianyungang,2016,46,87,6.9428844,11.113145,0.30666666666666664,0.348,0.69428844,0.565012848682329,44.41269244031325,Moderate Risk
China,Liaoyuan,2016,46,63,6.9428844,11.113145,0.30666666666666664,0.252,0.69428844,0.565012848682329,42.49269244031325,Moderate Risk
China,Loudi,2016,46,71,6.9428844,11.113145,0.30666666666666664,0.284,0.69428844,0.565012848682329,43.13269244031325,Moderate Risk
China,Lu'an,2016,46,73,6.9428844,11.113145,0.30666666666666664,0.292,0.69428844,0.565012848682329,43.29269244031325,Moderate Risk
China,Nantong,2016,46,70,6.9428844,11.113145,0.30666666666666664,0.28,0.69428844,0.565012848682329,43.05269244031325,Moderate Risk
China,Penglai,2014,46,69,7.187588,9.689675,0.30666666666666664,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk
China,Qinhuangdao,2016,46,87,6.9428844,11.113145,0.30666666666666664,0.348,0.69428844,0.565012848682329,44.41269244031325,Moderate Risk
China,Siping,2016,46,77,6.9428844,11.113145,0.30666666666666664,0.308,0.69428844,0.565012848682329,43.61269244031325,Moderate Risk
China,Suzhou,2016,46,72,6.9428844,11.113145,0.30666666666666664,0.288,0.69428844,0.565012848682329,43.21269244031325,Moderate Risk
China,Wendeng,2014,46,69,7.187588,9.689675,0.30666666666666664,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk
China,Wuhai,2016,46,111,6.9428844,11.113145,0.30666666666666664,0.444,0.69428844,0.565012848682329,46.33269244031325,Moderate Risk
India,Bangalore,2016,46,96,1.7504745,6.369765,0.30666666666666664,0.384,0.17504745,0.7507226513779872,38.46206869422642,Moderate Risk
Iran,Baghershahr,2016,46,105,7.6919622,1.3443363,0.30666666666666664,0.42,0.76919622,0.9474750457335097,55.000091981336865,High Risk
Iran,Bushehr,2016,46,105,7.6919622,1.3443363,0.30666666666666664,0.42,0.76919622,0.9474750457335097,55.000091981336865,High Risk
Philippines,Quezon City,2016,46,98,1.1262923,13.798237,0.30666666666666664,0.392,0.11262923,0.4598878311758905,31.55700789018448,Moderate Risk
China,Benxi,2016,45,74,6.9428844,11.113145,0.3,0.296,0.69428844,0.565012848682329,43.106025773646586,Moderate Risk
China,Daqing,2015,45,62,7.0609546,10.27758,0.3,0.248,0.70609546,0.5977263591515298,43.0364363830306,Moderate Risk
China,Ganzhou,2016,45,68,6.9428844,11.113145,0.3,0.272,0.69428844,0.565012848682329,42.62602577364658,Moderate Risk
China,Huangnan,2016,45,86,6.9428844,11.113145,0.3,0.344,0.69428844,0.565012848682329,44.06602577364659,Moderate Risk
China,Qingdao,2016,45,85,6.9428844,11.113145,0.3,0.34,0.69428844,0.565012848682329,43.98602577364659,Moderate Risk
China,Shanghai,2016,45,59,6.9428844,11.113145,0.3,0.236,0.69428844,0.565012848682329,41.90602577364658,Moderate Risk
China,Shaoxing,2016,45,68,6.9428844,11.113145,0.3,0.272,0.69428844,0.565012848682329,42.62602577364658,Moderate Risk
China,Xiaogan,2016,45,78,6.9428844,11.113145,0.3,0.312,0.69428844,0.565012848682329,43.42602577364658,Moderate Risk
China,Yongzhou,2016,45,70,6.9428844,11.113145,0.3,0.28,0.69428844,0.565012848682329,42.786025773646585,Moderate Risk
Indonesia,Jakarta,2016,45,82,2.0707185,5.8097644,0.3,0.328,0.20707185,0.7726474393847357,38.154385787694714,Moderate Risk
Philippines,Navotas,2016,45,96,1.1262923,13.798237,0.3,0.384,0.11262923,0.4598878311758905,31.13034122351781,Moderate Risk
Chile,Osorno,2016,44,56,4.6121125,19.341196,0.29333333333333333,0.224,0.46121125,0.2428734190393712,30.295026714120766,Moderate Risk
China,Fushun,2016,44,78,6.9428844,11.113145,0.29333333333333333,0.312,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk
China,Jiaxing,2016,44,94,6.9428844,11.113145,0.29333333333333333,0.376,0.69428844,0.565012848682329,44.439359106979914,Moderate Risk
China,Liuzhou,2016,44,66,6.9428844,11.113145,0.29333333333333333,0.264,0.69428844,0.565012848682329,42.19935910697992,Moderate Risk
China,Suining,2016,44,68,6.9428844,11.113145,0.29333333333333333,0.272,0.69428844,0.565012848682329,42.35935910697992,Moderate Risk
China,Xiangxi,2016,44,78,6.9428844,11.113145,0.29333333333333333,0.312,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk
China,Yingkou,2016,44,73,6.9428844,11.113145,0.29333333333333333,0.292,0.69428844,0.565012848682329,42.75935910697992,Moderate Risk
China,Yiyang,2016,44,82,6.9428844,11.113145,0.29333333333333333,0.328,0.69428844,0.565012848682329,43.47935910697992,Moderate Risk
China,Zunyi,2016,44,69,6.9428844,11.113145,0.29333333333333333,0.276,0.69428844,0.565012848682329,42.43935910697992,Moderate Risk
India,Hyderabad,2016,44,84,1.7504745,6.369765,0.29333333333333333,0.336,0.17504745,0.7507226513779872,36.96873536089308,Moderate Risk
Iran,Dehloran,2016,44,100,7.6919622,1.3443363,0.29333333333333333,0.4,0.76919622,0.9474750457335097,54.066758648003535,High Risk
Iran,Mehran,2016,44,102,7.6919622,1.3443363,0.29333333333333333,0.408,0.76919622,0.9474750457335097,54.226758648003525,High Risk
China,Nanchang,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk
China,Quzhou,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk
China,Taizhou,2014,43,71,7.187588,9.689675,0.2866666666666667,0.284,0.7187588,0.6207436425135608,43.93671551693789,Moderate Risk
China,Yancheng,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk
China,Dandong,2016,42,71,6.9428844,11.113145,0.28,0.284,0.69428844,0.565012848682329,42.06602577364659,Moderate Risk
China,Datong,2014,42,63,7.187588,9.689675,0.28,0.252,0.7187588,0.6207436425135608,43.03004885027122,Moderate Risk
China,Huaihua,2016,42,79,6.9428844,11.113145,0.28,0.316,0.69428844,0.565012848682329,42.70602577364658,Moderate Risk
China,Jilin,2016,42,69,6.9428844,11.113145,0.28,0.276,0.69428844,0.565012848682329,41.90602577364658,Moderate Risk
China,Tianshui,2016,42,80,6.9428844,11.113145,0.28,0.32,0.69428844,0.565012848682329,42.786025773646585,Moderate Risk
China,Tonghua,2016,42,76,6.9428844,11.113145,0.28,0.304,0.69428844,0.565012848682329,42.466025773646585,Moderate Risk
China,Ya'an,2016,42,68,6.9428844,11.113145,0.28,0.272,0.69428844,0.565012848682329,41.826025773646585,Moderate Risk
Iran,Kangan,2016,42,96,7.6919622,1.3443363,0.28,0.384,0.76919622,0.9474750457335097,53.21342531467019,High Risk
Vietnam,Ho Chi Minh City,2016,42,90,2.3513482,18.652882,0.28,0.36,0.23513482,0.2698218518304736,28.49913343660947,Moderate Risk
Chile,Valdivia,2016,41,67,4.6121125,19.341196,0.2733333333333333,0.268,0.46121125,0.2428734190393712,30.375026714120757,Moderate Risk
China,Chenzhou,2016,41,70,6.9428844,11.113145,0.2733333333333333,0.28,0.69428844,0.565012848682329,41.719359106979915,Moderate Risk
China,Hohhot,2016,41,88,6.9428844,11.113145,0.2733333333333333,0.352,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk
China,Pingliang,2016,41,80,6.9428844,11.113145,0.2733333333333333,0.32,0.69428844,0.565012848682329,42.51935910697991,Moderate Risk
China,Shangrao,2016,41,70,6.9428844,11.113145,0.2733333333333333,0.28,0.69428844,0.565012848682329,41.719359106979915,Moderate Risk
China,Yingtan,2016,41,59,6.9428844,11.113145,0.2733333333333333,0.236,0.69428844,0.565012848682329,40.83935910697992,Moderate Risk
Colombia,La Estrella,2014,41,47,1.9766101,25.307676,0.2733333333333333,0.188,0.19766101,0.009277581559011039,18.832105164513553,Low Risk
Croatia,Slavonski Brod,2016,41,63,4.370736,22.794458,0.2733333333333333,0.252,0.4370736,0.10767349732185894,26.868275279770515,Moderate Risk
India,Navi Mumbai,2016,41,67,1.7504745,6.369765,0.2733333333333333,0.268,0.17504745,0.7507226513779872,34.80873536089308,Moderate Risk
India,Udaipur,2016,41,98,1.7504745,6.369765,0.2733333333333333,0.392,0.17504745,0.7507226513779872,37.288735360893085,Moderate Risk
South Africa,Johannesburg,2011,41,85,8.949351,0.6918544,0.2733333333333333,0.34,0.8949351,0.9730206028913777,55.092447391160896,High Risk
China,Chengde,2016,40,81,6.9428844,11.113145,0.26666666666666666,0.324,0.69428844,0.565012848682329,42.33269244031325,Moderate Risk
China,Panjin,2016,40,67,6.9428844,11.113145,0.26666666666666666,0.268,0.69428844,0.565012848682329,41.21269244031325,Moderate Risk
India,Guwahati,2016,40,81,1.7504745,6.369765,0.26666666666666666,0.324,0.17504745,0.7507226513779872,35.66206869422641,Moderate Risk
North Macedonia,Skopje,2016,40,69,3.368327,17.240671,0.26666666666666666,0.276,0.3368327,0.32511184044083974,29.425557475483465,Moderate Risk
China,Baiyin,2016,39,95,6.9428844,11.113145,0.26,0.38,0.69428844,0.565012848682329,43.186025773646584,Moderate Risk
China,Dalian,2016,39,67,6.9428844,11.113145,0.26,0.268,0.69428844,0.565012848682329,40.94602577364659,Moderate Risk
China,Jieyang,2016,39,60,6.9428844,11.113145,0.26,0.24,0.69428844,0.565012848682329,40.38602577364658,Moderate Risk
China,Liupanshui,2016,39,68,6.9428844,11.113145,0.26,0.272,0.69428844,0.565012848682329,41.02602577364659,Moderate Risk
China,Ningbo,2016,39,62,6.9428844,11.113145,0.26,0.248,0.69428844,0.565012848682329,40.54602577364659,Moderate Risk
China,Shangluo,2016,39,72,6.9428844,11.113145,0.26,0.288,0.69428844,0.565012848682329,41.34602577364659,Moderate Risk
China,Wuwei,2016,39,97,6.9428844,11.113145,0.26,0.388,0.69428844,0.565012848682329,43.34602577364659,Moderate Risk
China,Yantai,2016,39,76,6.9428844,11.113145,0.26,0.304,0.69428844,0.565012848682329,41.66602577364659,Moderate Risk
China,Zhaoyang,2016,39,69,6.9428844,11.113145,0.26,0.276,0.69428844,0.565012848682329,41.10602577364658,Moderate Risk
India,Solapur,2016,39,71,1.7504745,6.369765,0.26,0.284,0.17504745,0.7507226513779872,34.59540202755974,Moderate Risk
Iran,Shahinshahr,2016,39,89,7.6919622,1.3443363,0.26,0.356,0.76919622,0.9474750457335097,51.8534253146702,High Risk
Peru,Lima,2016,39,58,1.7072773,23.559713,0.26,0.232,0.17072773000000002,0.0777127193403635,20.00880898680727,Low Risk
Turkey,Amasya,2016,39,57,4.9668326,13.98593,0.26,0.228,0.49668326,0.45253939398609,33.944453079721804,Moderate Risk
China,Foshan,2016,38,55,6.9428844,11.113145,0.25333333333333335,0.22,0.69428844,0.565012848682329,39.719359106979915,Moderate Risk
China,Gannan,2016,38,70,6.9428844,11.113145,0.25333333333333335,0.28,0.69428844,0.565012848682329,40.91935910697992,Moderate Risk
China,Guigang,2016,38,55,6.9428844,11.113145,0.25333333333333335,0.22,0.69428844,0.565012848682329,39.719359106979915,Moderate Risk
China,Rongcheng,2014,38,57,7.187588,9.689675,0.25333333333333335,0.228,0.7187588,0.6207436425135608,41.483382183604554,Moderate Risk
China,Wenzhou,2016,38,81,6.9428844,11.113145,0.25333333333333335,0.324,0.69428844,0.565012848682329,41.799359106979914,Moderate Risk
China,Zhangye,2016,38,90,6.9428844,11.113145,0.25333333333333335,0.36,0.69428844,0.565012848682329,42.51935910697991,Moderate Risk
India,Jabalpur,2016,38,79,1.7504745,6.369765,0.25333333333333335,0.316,0.17504745,0.7507226513779872,34.968735360893085,Moderate Risk
Iran,Shahre Ghods,2016,38,87,7.6919622,1.3443363,0.25333333333333335,0.348,0.76919622,0.9474750457335097,51.42675864800352,High Risk
Iran,Shahryar,2016,38,87,7.6919622,1.3443363,0.25333333333333335,0.348,0.76919622,0.9474750457335097,51.42675864800352,High Risk
China,Chifeng,2016,37,76,6.9428844,11.113145,0.24666666666666667,0.304,0.69428844,0.565012848682329,41.13269244031325,Moderate Risk
China,Guiyang,2016,37,63,6.9428844,11.113145,0.24666666666666667,0.252,0.69428844,0.565012848682329,40.09269244031325,Moderate Risk
China,Guoluo,2016,37,72,6.9428844,11.113145,0.24666666666666667,0.288,0.69428844,0.565012848682329,40.81269244031325,Moderate Risk
China,Mudanjiang,2016,37,68,6.9428844,11.113145,0.24666666666666667,0.272,0.69428844,0.565012848682329,40.49269244031325,Moderate Risk
China,Qinzhou,2016,37,79,6.9428844,11.113145,0.24666666666666667,0.316,0.69428844,0.565012848682329,41.37269244031325,Moderate Risk
China,Zhaoqing,2016,37,55,6.9428844,11.113145,0.24666666666666667,0.22,0.69428844,0.565012848682329,39.45269244031325,Moderate Risk
Iran,Lavan Island,2016,37,85,7.6919622,1.3443363,0.24666666666666667,0.34,0.76919622,0.9474750457335097,51.00009198133686,High Risk
Iran,Sari,2012,37,90,7.5503836,1.2841341,0.24666666666666667,0.36,0.75503836,0.9498320440519755,51.16407474770619,High Risk
China,Dingxi,2016,36,75,6.9428844,11.113145,0.24,0.3,0.69428844,0.565012848682329,40.786025773646585,Moderate Risk
China,Guangzhou,2016,36,56,6.9428844,11.113145,0.24,0.224,0.69428844,0.565012848682329,39.26602577364658,Moderate Risk
China,Nanning,2016,36,62,6.9428844,11.113145,0.24,0.248,0.69428844,0.565012848682329,39.746025773646586,Moderate Risk
China,Qingyuan,2016,36,52,6.9428844,11.113145,0.24,0.208,0.69428844,0.565012848682329,38.94602577364659,Moderate Risk
China,Qiqihar,2016,36,61,6.9428844,11.113145,0.24,0.244,0.69428844,0.565012848682329,39.66602577364659,Moderate Risk
China,"Taizhou, Zhejiang",2016,36,77,6.9428844,11.113145,0.24,0.308,0.69428844,0.565012848682329,40.94602577364659,Moderate Risk
Colombia,Medellin,2015,36,60,1.9379755,25.544643,0.24,0.24,0.19379755,0.0,18.275951000000003,Low Risk
Iran,Varamin,2016,36,83,7.6919622,1.3443363,0.24,0.332,0.76919622,0.9474750457335097,50.573425314670196,High Risk
Iran,Yazd,2016,36,83,7.6919622,1.3443363,0.24,0.332,0.76919622,0.9474750457335097,50.573425314670196,High Risk
Mexico,Monterrey,2011,36,86,4.1937428,5.6022654,0.24,0.344,0.41937428,0.7807713085138264,40.48291177027653,Moderate Risk
Pakistan,Faisalabad,2013,36,148,0.7020431,10.559191,0.24,0.592,0.07020431,0.5867009040442166,34.57810428088434,Moderate Risk
Chile,"El Bosque, Chile",2016,35,67,4.6121125,19.341196,0.23333333333333334,0.268,0.46121125,0.2428734190393712,28.775026714120767,Moderate Risk
Chile,Temuco,2016,35,52,4.6121125,19.341196,0.23333333333333334,0.208,0.46121125,0.2428734190393712,27.575026714120764,Moderate Risk
China,Dongguan,2016,35,49,6.9428844,11.113145,0.23333333333333334,0.196,0.69428844,0.565012848682329,38.43935910697992,Moderate Risk
China,Songyuan,2016,35,69,6.9428844,11.113145,0.23333333333333334,0.276,0.69428844,0.565012848682329,40.03935910697992,Moderate Risk
China,Weihai,2016,35,63,6.9428844,11.113145,0.23333333333333334,0.252,0.69428844,0.565012848682329,39.55935910697992,Moderate Risk
India,Thiruvananthapuram,2016,35,48,1.7504745,6.369765,0.23333333333333334,0.192,0.17504745,0.7507226513779872,31.688735360893084,Moderate Risk
Iran,Ghom,2016,35,81,7.6919622,1.3443363,0.23333333333333334,0.324,0.76919622,0.9474750457335097,50.146758648003534,High Risk
China,Hechi,2016,34,55,6.9428844,11.113145,0.22666666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk
China,Jiangmen,2016,34,55,6.9428844,11.113145,0.22666666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk
China,Nantou,2014,34,51,7.187588,9.689675,0.22666666666666666,0.204,0.7187588,0.6207436425135608,39.93671551693789,Moderate Risk
China,Shuangyashan,2016,34,55,6.9428844,11.113145,0.22666666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk
China,Yunfu,2016,34,51,6.9428844,11.113145,0.22666666666666666,0.204,0.69428844,0.565012848682329,38.33269244031325,Moderate Risk
India,Vizag,2016,34,76,1.7504745,6.369765,0.22666666666666666,0.304,0.17504745,0.7507226513779872,33.66206869422641,Moderate Risk
Iran,"Ilam, Iran",2016,34,79,7.6919622,1.3443363,0.22666666666666666,0.316,0.76919622,0.9474750457335097,49.720091981336864,Moderate Risk
Philippines,Malabon,2015,34,73,1.0544406,14.374724,0.22666666666666666,0.292,0.10544405999999999,0.43731757810179317,25.761899428702534,Moderate Risk
Philippines,Pasig,2016,34,73,1.1262923,13.798237,0.22666666666666666,0.292,0.11262923,0.4598878311758905,26.35700789018448,Moderate Risk
South Africa,Vereeniging,2014,34,58,8.663356,0.81018883,0.22666666666666666,0.232,0.8663356,0.9683876484058835,50.401131634784335,High Risk
Chile,Cerro Navia,2016,33,62,4.6121125,19.341196,0.22,0.248,0.46121125,0.2428734190393712,27.841693380787426,Moderate Risk
Chile,Los Ángeles,2016,33,57,4.6121125,19.341196,0.22,0.228,0.46121125,0.2428734190393712,27.441693380787424,Moderate Risk
China,Chaozhou,2016,33,51,6.9428844,11.113145,0.22,0.204,0.69428844,0.565012848682329,38.06602577364659,Moderate Risk
China,Jiayuguan,2016,33,98,6.9428844,11.113145,0.22,0.392,0.69428844,0.565012848682329,41.826025773646585,Moderate Risk
China,Lishui,2016,33,70,6.9428844,11.113145,0.22,0.28,0.69428844,0.565012848682329,39.58602577364658,Moderate Risk
China,Shaoguan,2016,33,51,6.9428844,11.113145,0.22,0.204,0.69428844,0.565012848682329,38.06602577364659,Moderate Risk
China,Zhangzhou,2016,33,65,6.9428844,11.113145,0.22,0.26,0.69428844,0.565012848682329,39.186025773646584,Moderate Risk
Indonesia,Bandung,2014,33,59,1.9238018,4.707626,0.22,0.236,0.19238017999999998,0.8157976623918125,33.68355684783625,Moderate Risk
India,Tezpur,2016,33,52,1.7504745,6.369765,0.22,0.208,0.17504745,0.7507226513779872,31.475402027559745,Moderate Risk
Iran,Khorramabad,2016,33,75,7.6919622,1.3443363,0.22,0.3,0.76919622,0.9474750457335097,49.1334253146702,Moderate Risk
Iran,Pakdasht,2016,33,75,7.6919622,1.3443363,0.22,0.3,0.76919622,0.9474750457335097,49.1334253146702,Moderate Risk
Mexico,Toluca,2011,33,80,4.1937428,5.6022654,0.22,0.32,0.41937428,0.7807713085138264,39.20291177027653,Moderate Risk
Poland,Godów,2016,33,43,8.449371,5.877876,0.22,0.172,0.8449370999999999,0.7699807772583014,44.53835754516603,Moderate Risk
Poland,Pleszew,2016,33,38,8.449371,5.877876,0.22,0.152,0.8449370999999999,0.7699807772583014,44.13835754516603,Moderate Risk
Chile,Linares,2016,32,65,4.6121125,19.341196,0.21333333333333335,0.26,0.46121125,0.2428734190393712,27.815026714120762,Moderate Risk
Chile,Pudahuel,2016,32,69,4.6121125,19.341196,0.21333333333333335,0.276,0.46121125,0.2428734190393712,28.13502671412076,Moderate Risk
China,Changhua,2014,32,48,7.187588,9.689675,0.21333333333333335,0.192,0.7187588,0.6207436425135608,39.163382183604554,Moderate Risk
China,Haibei,2016,32,76,6.9428844,11.113145,0.21333333333333335,0.304,0.69428844,0.565012848682329,39.799359106979914,Moderate Risk
China,Heyuan,2016,32,46,6.9428844,11.113145,0.21333333333333335,0.184,0.69428844,0.565012848682329,37.399359106979915,Moderate Risk
China,Jinchang,2016,32,104,6.9428844,11.113145,0.21333333333333335,0.416,0.69428844,0.565012848682329,42.039359106979916,Moderate Risk
Taiwan,Kinmen,2014,32,48,11.799141,1.687575,0.21333333333333335,0.192,1.0,0.9340367820366281,51.0540689740659,High Risk
China,Panzhihua,2016,32,65,6.9428844,11.113145,0.21333333333333335,0.26,0.69428844,0.565012848682329,38.919359106979925,Moderate Risk
China,Qujing,2014,32,48,7.187588,9.689675,0.21333333333333335,0.192,0.7187588,0.6207436425135608,39.163382183604554,Moderate Risk
China,Zhangjiakou,2016,32,68,6.9428844,11.113145,0.21333333333333335,0.272,0.69428844,0.565012848682329,39.15935910697992,Moderate Risk
Iran,Abadan,2016,32,74,7.6919622,1.3443363,0.21333333333333335,0.296,0.76919622,0.9474750457335097,48.78675864800353,Moderate Risk
Iran,Asadabad,2016,32,73,7.6919622,1.3443363,0.21333333333333335,0.292,0.76919622,0.9474750457335097,48.706758648003536,Moderate Risk
Iran,Eslamshahr,2016,32,73,7.6919622,1.3443363,0.21333333333333335,0.292,0.76919622,0.9474750457335097,48.706758648003536,Moderate Risk
Iran,Kermanshah,2016,32,73,7.6919622,1.3443363,0.21333333333333335,0.292,0.76919622,0.9474750457335097,48.706758648003536,Moderate Risk
Iran,Savegbelagh,2016,32,72,7.6919622,1.3443363,0.21333333333333335,0.288,0.76919622,0.9474750457335097,48.62675864800353,Moderate Risk
Philippines,Caloocan,2015,32,68,1.0544406,14.374724,0.21333333333333335,0.272,0.10544405999999999,0.43731757810179317,24.828566095369197,Low Risk
Philippines,Pateros,2015,32,68,1.0544406,14.374724,0.21333333333333335,0.272,0.10544405999999999,0.43731757810179317,24.828566095369197,Low Risk
Poland,Gliwice,2016,32,46,8.449371,5.877876,0.21333333333333335,0.184,0.8449370999999999,0.7699807772583014,44.51169087849936,Moderate Risk
Turkey,Sakarya,2016,32,60,4.9668326,13.98593,0.21333333333333335,0.24,0.49668326,0.45253939398609,32.31778641305514,Moderate Risk
Chile,Cerrillos,2016,31,66,4.6121125,19.341196,0.20666666666666667,0.264,0.46121125,0.2428734190393712,27.62836004745409,Moderate Risk
China,Chiayi,2014,31,46,7.187588,9.689675,0.20666666666666667,0.184,0.7187588,0.6207436425135608,38.736715516937885,Moderate Risk
China,Hainan,2016,31,69,6.9428844,11.113145,0.20666666666666667,0.276,0.69428844,0.565012848682329,38.97269244031325,Moderate Risk
China,Yanbian,2016,31,49,6.9428844,11.113145,0.20666666666666667,0.196,0.69428844,0.565012848682329,37.37269244031325,Moderate Risk
China,Yangjiang,2016,31,44,6.9428844,11.113145,0.20666666666666667,0.176,0.69428844,0.565012848682329,36.972692440313246,Moderate Risk
China,Yunlin,2014,31,46,7.187588,9.689675,0.20666666666666667,0.184,0.7187588,0.6207436425135608,38.736715516937885,Moderate Risk
Iran,Arak,2016,31,71,7.6919622,1.3443363,0.20666666666666667,0.284,0.76919622,0.9474750457335097,48.28009198133686,Moderate Risk
Iran,Esfahan,2014,31,72,7.9044347,1.3490136,0.20666666666666667,0.288,0.79044347,0.9472919230530269,48.78137452772721,Moderate Risk
Iran,Nazarabad,2016,31,71,7.6919622,1.3443363,0.20666666666666667,0.284,0.76919622,0.9474750457335097,48.28009198133686,Moderate Risk
Philippines,Marikina,2016,31,66,1.1262923,13.798237,0.20666666666666667,0.264,0.11262923,0.4598878311758905,24.99700789018448,Low Risk
Poland,Kraków,2016,31,42,8.449371,5.877876,0.20666666666666667,0.168,0.8449370999999999,0.7699807772583014,43.9250242118327,Moderate Risk
Poland,Nowy Sącz,2016,31,41,8.449371,5.877876,0.20666666666666667,0.164,0.8449370999999999,0.7699807772583014,43.845024211832694,Moderate Risk
Turkey,Edirne,2016,31,55,4.9668326,13.98593,0.20666666666666667,0.22,0.49668326,0.45253939398609,31.651119746388467,Moderate Risk
South Africa,Mpumalanga,2013,31,61,8.343052,0.39710414,0.20666666666666667,0.244,0.8343052,0.9845604779655008,49.523980225976686,Moderate Risk
South Africa,Sebokeng,2014,31,42,8.663356,0.81018883,0.20666666666666667,0.168,0.8663356,0.9683876484058835,48.321131634784344,Moderate Risk
Chile,Quilicura,2015,30,89,4.5312576,21.000135,0.2,0.356,0.45312576,0.17792369239420835,27.740989047884167,Moderate Risk
China,Bijie,2016,30,44,6.9428844,11.113145,0.2,0.176,0.69428844,0.565012848682329,36.70602577364659,Moderate Risk
Taiwan,Kaohsiung,2014,30,46,11.799141,1.687575,0.2,0.184,1.0,0.9340367820366281,50.36073564073257,High Risk
China,Karamay,2016,30,55,6.9428844,11.113145,0.2,0.22,0.69428844,0.565012848682329,37.58602577364659,Moderate Risk
China,Maoming,2016,30,47,6.9428844,11.113145,0.2,0.188,0.69428844,0.565012848682329,36.94602577364658,Moderate Risk
China,Shantou,2016,30,48,6.9428844,11.113145,0.2,0.192,0.69428844,0.565012848682329,37.02602577364659,Moderate Risk
China,Yuxi,2014,30,46,7.187588,9.689675,0.2,0.184,0.7187588,0.6207436425135608,38.47004885027122,Moderate Risk
China,Zhongshan,2016,30,44,6.9428844,11.113145,0.2,0.176,0.69428844,0.565012848682329,36.70602577364659,Moderate Risk
Colombia,Caldas,2015,30,69,1.9379755,25.544643,0.2,0.276,0.19379755,0.0,17.395951,Low Risk
Croatia,Velika Gorica,2016,30,46,4.370736,22.794458,0.2,0.184,0.4370736,0.10767349732185894,22.57494194643718,Low Risk
Iran,Isfahan,2016,30,68,7.6919622,1.3443363,0.2,0.272,0.76919622,0.9474750457335097,47.77342531467019,Moderate Risk
Iran,Karaj,2016,30,68,7.6919622,1.3443363,0.2,0.272,0.76919622,0.9474750457335097,47.77342531467019,Moderate Risk
Iran,Mashhad,2016,30,69,7.6919622,1.3443363,0.2,0.276,0.76919622,0.9474750457335097,47.8534253146702,Moderate Risk
Italy,Padova,2016,30,37,5.9216995,16.411886,0.2,0.148,0.59216995,0.35755990465393694,29.95459709307874,Moderate Risk
Poland,Katowice,2016,30,41,8.449371,5.877876,0.2,0.164,0.8449370999999999,0.7699807772583014,43.57835754516603,Moderate Risk
Turkey,Corum,2016,30,64,4.9668326,13.98593,0.2,0.256,0.49668326,0.45253939398609,32.1044530797218,Moderate Risk
South Africa,Zamdela,2014,30,56,8.663356,0.81018883,0.2,0.224,0.8663356,0.9683876484058835,49.17446496811767,Moderate Risk
Bulgaria,Pernik,2014,29,44,6.253115,9.633595,0.19333333333333333,0.176,0.6253115,0.6229392510743703,36.21834835482074,Moderate Risk
Bulgaria,Plovdiv,2015,29,41,6.7052627,10.786984,0.19333333333333333,0.164,0.67052627,0.5777824971096147,35.97950867552563,Moderate Risk
