Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,pm25_normalized,pm10_normalized,co2_normalized,ren_normalized,risk_score,risk_category,latitude,longitude
China,Baishan,2016,50,81,6.9428844,11.113145,0.3333333333333333,0.324,0.69428844,0.565012848682329,44.99935910697992,Moderate Risk,41.936895,126.4183792
China,Jiujiang,2016,50,74,6.9428844,11.113145,0.3333333333333333,0.296,0.69428844,0.565012848682329,44.43935910697992,Moderate Risk,29.388607,115.3820227
China,Zhenjiang,2016,50,80,6.9428844,11.113145,0.3333333333333333,0.32,0.69428844,0.565012848682329,44.91935910697992,Moderate Risk,32.1891959,119.4200069
India,Pune,2016,50,89,1.7504745,6.369765,0.3333333333333333,0.356,0.17504745,0.7507226513779872,38.96873536089308,Moderate Risk,18.5213738,73.8545071
Iran,Zabol,2016,50,115,7.6919622,1.3443363,0.3333333333333333,0.46,0.76919622,0.9474750457335096,56.866758648003525,High Risk,31.0277779,61.4948211
Chile,Padre Las Casas,2016,49,64,4.6121125,19.341196,0.3266666666666666,0.256,0.46121125,0.2428734190393712,32.268360047454095,Moderate Risk,-38.7674245,-72.5956312
China,Changshu,2014,49,74,7.187588,9.689675,0.3266666666666666,0.296,0.7187588,0.6207436425135608,45.77671551693789,Moderate Risk,31.6572954,120.7480757
China,Changzhou,2016,49,81,6.9428844,11.113145,0.3266666666666666,0.324,0.69428844,0.565012848682329,44.73269244031325,Moderate Risk,31.8122623,119.9691539
China,Hangzhou,2016,49,105,6.9428844,11.113145,0.3266666666666666,0.42,0.69428844,0.565012848682329,46.652692440313245,Moderate Risk,30.2489634,120.2052342
China,Ma'anshan,2016,49,75,6.9428844,11.113145,0.3266666666666666,0.3,0.69428844,0.565012848682329,44.25269244031325,Moderate Risk,31.6866105,118.5048377
China,Mianyang,2016,49,78,6.9428844,11.113145,0.3266666666666666,0.312,0.69428844,0.565012848682329,44.492692440313256,Moderate Risk,31.4602714,104.7160723
China,Weifang,2014,49,73,7.187588,9.689675,0.3266666666666666,0.292,0.7187588,0.6207436425135608,45.69671551693789,Moderate Risk,36.7070287,119.1557515
China,Xi'ning,2016,49,113,6.9428844,11.113145,0.3266666666666666,0.452,0.69428844,0.565012848682329,47.29269244031325,Moderate Risk,36.6172544,101.7761582
China,Yueyang,2016,49,72,6.9428844,11.113145,0.3266666666666666,0.288,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk,29.060703,113.348653
China,Ziyang,2016,49,95,6.9428844,11.113145,0.3266666666666666,0.38,0.69428844,0.565012848682329,45.852692440313255,Moderate Risk,30.0928618,105.1336656
India,Chennai,2016,49,80,1.7504745,6.369765,0.3266666666666666,0.32,0.17504745,0.7507226513779872,37.98206869422641,Moderate Risk,13.0836939,80.270186
China,Baicheng,2016,48,75,6.9428844,11.113145,0.32,0.3,0.69428844,0.565012848682329,43.98602577364659,Moderate Risk,45.4086001,123.1327161
China,Enshi,2016,48,69,6.9428844,11.113145,0.32,0.276,0.69428844,0.565012848682329,43.50602577364658,Moderate Risk,30.2745483,109.4833079
China,Jintan,2014,48,72,7.187588,9.689675,0.32,0.288,0.7187588,0.6207436425135608,45.35004885027122,Moderate Risk,31.7233197,119.5825196
China,Nanjing,2016,48,85,6.9428844,11.113145,0.32,0.34,0.69428844,0.565012848682329,44.786025773646585,Moderate Risk,32.0438284,118.7788631
China,Rushan,2014,48,72,7.187588,9.689675,0.32,0.288,0.7187588,0.6207436425135608,45.35004885027122,Moderate Risk,36.9199831,121.5346952
China,Tieling,2016,48,83,6.9428844,11.113145,0.32,0.332,0.69428844,0.565012848682329,44.62602577364658,Moderate Risk,42.2895233,123.8394899
China,Wuzhong,2016,48,98,6.9428844,11.113145,0.32,0.392,0.69428844,0.565012848682329,45.826025773646585,Moderate Risk,37.4922984,106.5151923
China,Xianning,2016,48,77,6.9428844,11.113145,0.32,0.308,0.69428844,0.565012848682329,44.14602577364658,Moderate Risk,29.8437545,114.3169418
China,Yan'an,2014,48,73,7.187588,9.689675,0.32,0.292,0.7187588,0.6207436425135608,45.43004885027122,Moderate Risk,36.602796,109.4873978
China,Zhangjiajie,2016,48,72,6.9428844,11.113145,0.32,0.288,0.69428844,0.565012848682329,43.74602577364658,Moderate Risk,29.373828,110.530142
Vietnam,Hanoi,2016,48,102,2.3513482,18.652882,0.32,0.408,0.23513482,0.2698218518304736,31.059133436609475,Moderate Risk,21.0283334,105.854041
Bangladesh,Rajshahi,2015,47,86,0.48277447,0.7931762,0.3133333333333333,0.344,0.048277447,0.9690537160961454,39.75995659525624,Moderate Risk,24.6285432,89.0376862
China,Baotou,2016,47,105,6.9428844,11.113145,0.3133333333333333,0.42,0.69428844,0.565012848682329,46.11935910697992,Moderate Risk,40.6174777,109.944912
China,Guilin,2016,47,64,6.9428844,11.113145,0.3133333333333333,0.256,0.69428844,0.565012848682329,42.83935910697992,Moderate Risk,25.2779894,110.2910622
China,Huludao,2016,47,87,6.9428844,11.113145,0.3133333333333333,0.348,0.69428844,0.565012848682329,44.67935910697992,Moderate Risk,40.7515443,120.8404789
China,Huzhou,2016,47,100,6.9428844,11.113145,0.3133333333333333,0.4,0.69428844,0.565012848682329,45.71935910697992,Moderate Risk,30.8942995,120.0851114
China,Liaoyang,2016,47,83,6.9428844,11.113145,0.3133333333333333,0.332,0.69428844,0.565012848682329,44.35935910697992,Moderate Risk,41.2742898,123.1695757
China,Shizuishan,2016,47,114,6.9428844,11.113145,0.3133333333333333,0.456,0.69428844,0.565012848682329,46.83935910697991,Moderate Risk,38.9868531,106.3771974
China,Zhangqiu,2014,47,71,7.187588,9.689675,0.3133333333333333,0.284,0.7187588,0.6207436425135608,45.00338218360456,Moderate Risk,36.6811534,117.5201284
China,Changchun,2016,46,78,6.9428844,11.113145,0.3066666666666666,0.312,0.69428844,0.565012848682329,43.69269244031325,Moderate Risk,43.8844201,125.3180998
China,Guang'an,2016,46,78,6.9428844,11.113145,0.3066666666666666,0.312,0.69428844,0.565012848682329,43.69269244031325,Moderate Risk,30.4593051,106.6286646
China,Haidong,2016,46,114,6.9428844,11.113145,0.3066666666666666,0.456,0.69428844,0.565012848682329,46.57269244031325,Moderate Risk,36.3098978,102.356454
China,Jinhua,2016,46,98,6.9428844,11.113145,0.3066666666666666,0.392,0.69428844,0.565012848682329,45.29269244031325,Moderate Risk,29.1080344,119.6486487
China,Kunshan,2014,46,69,7.187588,9.689675,0.3066666666666666,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk,31.3869323,120.9764683
China,Lianyungang,2016,46,87,6.9428844,11.113145,0.3066666666666666,0.348,0.69428844,0.565012848682329,44.41269244031325,Moderate Risk,34.5933134,119.2171662
China,Liaoyuan,2016,46,63,6.9428844,11.113145,0.3066666666666666,0.252,0.69428844,0.565012848682329,42.49269244031325,Moderate Risk,42.8863846,125.1374905
China,Loudi,2016,46,71,6.9428844,11.113145,0.3066666666666666,0.284,0.69428844,0.565012848682329,43.13269244031325,Moderate Risk,27.6995215,111.9890658
China,Lu'an,2016,46,73,6.9428844,11.113145,0.3066666666666666,0.292,0.69428844,0.565012848682329,43.29269244031325,Moderate Risk,31.7383487,116.5142252
China,Nantong,2016,46,70,6.9428844,11.113145,0.3066666666666666,0.28,0.69428844,0.565012848682329,43.05269244031325,Moderate Risk,31.9827896,120.8904588
China,Penglai,2014,46,69,7.187588,9.689675,0.3066666666666666,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk,37.7949103,120.824268
China,Qinhuangdao,2016,46,87,6.9428844,11.113145,0.3066666666666666,0.348,0.69428844,0.565012848682329,44.41269244031325,Moderate Risk,39.9395724,119.5894129
China,Siping,2016,46,77,6.9428844,11.113145,0.3066666666666666,0.308,0.69428844,0.565012848682329,43.61269244031325,Moderate Risk,43.1669821,124.364739
China,Suzhou,2016,46,72,6.9428844,11.113145,0.3066666666666666,0.288,0.69428844,0.565012848682329,43.21269244031325,Moderate Risk,31.311123,120.6212881
China,Wendeng,2014,46,69,7.187588,9.689675,0.3066666666666666,0.276,0.7187588,0.6207436425135608,44.57671551693789,Moderate Risk,37.1954062,122.0834466
China,Wuhai,2016,46,111,6.9428844,11.113145,0.3066666666666666,0.444,0.69428844,0.565012848682329,46.33269244031325,Moderate Risk,39.4857837,106.900469
India,Bangalore,2016,46,96,1.7504745,6.369765,0.3066666666666666,0.384,0.17504745,0.7507226513779872,38.46206869422642,Moderate Risk,12.9767936,77.590082
Iran,Bushehr,2016,46,105,7.6919622,1.3443363,0.3066666666666666,0.42,0.76919622,0.9474750457335096,55.00009198133687,High Risk,28.8936645,51.3204877
Philippines,Quezon City,2016,46,98,1.1262923,13.798237,0.3066666666666666,0.392,0.11262923,0.4598878311758905,31.55700789018448,Moderate Risk,14.6510546,121.0486254
China,Benxi,2016,45,74,6.9428844,11.113145,0.3,0.296,0.69428844,0.565012848682329,43.106025773646586,Moderate Risk,41.176944,124.157425
China,Daqing,2015,45,62,7.0609546,10.27758,0.3,0.248,0.70609546,0.5977263591515298,43.0364363830306,Moderate Risk,46.3240228,124.5598093
China,Ganzhou,2016,45,68,6.9428844,11.113145,0.3,0.272,0.69428844,0.565012848682329,42.62602577364658,Moderate Risk,25.703866,115.348216
China,Huangnan,2016,45,86,6.9428844,11.113145,0.3,0.344,0.69428844,0.565012848682329,44.06602577364659,Moderate Risk,35.0631602,101.6514933
China,Qingdao,2016,45,85,6.9428844,11.113145,0.3,0.34,0.69428844,0.565012848682329,43.98602577364659,Moderate Risk,36.0663249,120.3777659
China,Shanghai,2016,45,59,6.9428844,11.113145,0.3,0.236,0.69428844,0.565012848682329,41.90602577364658,Moderate Risk,31.2312707,121.4700152
China,Shaoxing,2016,45,68,6.9428844,11.113145,0.3,0.272,0.69428844,0.565012848682329,42.62602577364658,Moderate Risk,29.9992425,120.576854
China,Xiaogan,2016,45,78,6.9428844,11.113145,0.3,0.312,0.69428844,0.565012848682329,43.42602577364658,Moderate Risk,31.176413,113.922434
China,Yongzhou,2016,45,70,6.9428844,11.113145,0.3,0.28,0.69428844,0.565012848682329,42.786025773646585,Moderate Risk,25.781344,111.6979977
Indonesia,Jakarta,2016,45,82,2.0707185,5.8097644,0.3,0.328,0.20707185,0.7726474393847357,38.15438578769472,Moderate Risk,-6.1754049,106.827168
Philippines,Navotas,2016,45,96,1.1262923,13.798237,0.3,0.384,0.11262923,0.4598878311758905,31.13034122351781,Moderate Risk,14.6571862,120.9479692
Chile,Osorno,2016,44,56,4.6121125,19.341196,0.2933333333333333,0.224,0.46121125,0.2428734190393712,30.29502671412077,Moderate Risk,-40.5736955,-73.1358091
China,Fushun,2016,44,78,6.9428844,11.113145,0.2933333333333333,0.312,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk,41.8692972,123.924157
China,Jiaxing,2016,44,94,6.9428844,11.113145,0.2933333333333333,0.376,0.69428844,0.565012848682329,44.43935910697992,Moderate Risk,30.7474425,120.7510971
China,Liuzhou,2016,44,66,6.9428844,11.113145,0.2933333333333333,0.264,0.69428844,0.565012848682329,42.19935910697992,Moderate Risk,25.0009993,109.3414252
China,Suining,2016,44,68,6.9428844,11.113145,0.2933333333333333,0.272,0.69428844,0.565012848682329,42.35935910697992,Moderate Risk,30.5061493,105.574542
China,Xiangxi,2016,44,78,6.9428844,11.113145,0.2933333333333333,0.312,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk,28.7120445,109.806804
China,Yingkou,2016,44,73,6.9428844,11.113145,0.2933333333333333,0.292,0.69428844,0.565012848682329,42.75935910697992,Moderate Risk,40.6747155,122.2357736
China,Yiyang,2016,44,82,6.9428844,11.113145,0.2933333333333333,0.328,0.69428844,0.565012848682329,43.47935910697992,Moderate Risk,28.438707,112.056694
China,Zunyi,2016,44,69,6.9428844,11.113145,0.2933333333333333,0.276,0.69428844,0.565012848682329,42.43935910697992,Moderate Risk,27.691166,106.9148826
India,Hyderabad,2016,44,84,1.7504745,6.369765,0.2933333333333333,0.336,0.17504745,0.7507226513779872,36.96873536089308,Moderate Risk,17.360589,78.4740613
Iran,Dehloran,2016,44,100,7.6919622,1.3443363,0.2933333333333333,0.4,0.76919622,0.9474750457335096,54.066758648003535,High Risk,32.6914932,47.2674712
Iran,Mehran,2016,44,102,7.6919622,1.3443363,0.2933333333333333,0.408,0.76919622,0.9474750457335096,54.226758648003525,High Risk,33.1236709,46.1667015
China,Nanchang,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk,28.6472124,116.0348483
China,Quzhou,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk,28.973887,118.8540924
China,Taizhou,2014,43,71,7.187588,9.689675,0.2866666666666667,0.284,0.7187588,0.6207436425135608,43.93671551693789,Moderate Risk,28.6581723,121.4163876
China,Yancheng,2016,43,92,6.9428844,11.113145,0.2866666666666667,0.368,0.69428844,0.565012848682329,44.01269244031325,Moderate Risk,33.349559,120.1577019
China,Dandong,2016,42,71,6.9428844,11.113145,0.28,0.284,0.69428844,0.565012848682329,42.06602577364659,Moderate Risk,40.1237658,124.3821748
China,Datong,2014,42,63,7.187588,9.689675,0.28,0.252,0.7187588,0.6207436425135608,43.03004885027122,Moderate Risk,40.0923194,113.2952665
China,Huaihua,2016,42,79,6.9428844,11.113145,0.28,0.316,0.69428844,0.565012848682329,42.70602577364658,Moderate Risk,27.659483,110.143549
China,Jilin,2016,42,69,6.9428844,11.113145,0.28,0.276,0.69428844,0.565012848682329,41.90602577364658,Moderate Risk,43.7289674,126.1997366
China,Tianshui,2016,42,80,6.9428844,11.113145,0.28,0.32,0.69428844,0.565012848682329,42.786025773646585,Moderate Risk,34.5797531,105.7062921
China,Tonghua,2016,42,76,6.9428844,11.113145,0.28,0.304,0.69428844,0.565012848682329,42.466025773646585,Moderate Risk,41.7260568,125.9339857
China,Ya'an,2016,42,68,6.9428844,11.113145,0.28,0.272,0.69428844,0.565012848682329,41.826025773646585,Moderate Risk,30.0130923,103.0402038
Iran,Kangan,2016,42,96,7.6919622,1.3443363,0.28,0.384,0.76919622,0.9474750457335096,53.21342531467019,High Risk,27.8370685,52.06371
Vietnam,Ho Chi Minh City,2016,42,90,2.3513482,18.652882,0.28,0.36,0.23513482,0.2698218518304736,28.49913343660947,Moderate Risk,10.7755254,106.7021047
Chile,Valdivia,2016,41,67,4.6121125,19.341196,0.2733333333333333,0.268,0.46121125,0.2428734190393712,30.37502671412076,Moderate Risk,-39.8141262,-73.2459859
China,Chenzhou,2016,41,70,6.9428844,11.113145,0.2733333333333333,0.28,0.69428844,0.565012848682329,41.71935910697992,Moderate Risk,25.7733598,113.0094337
China,Hohhot,2016,41,88,6.9428844,11.113145,0.2733333333333333,0.352,0.69428844,0.565012848682329,43.15935910697992,Moderate Risk,40.8184528,111.6601939
China,Pingliang,2016,41,80,6.9428844,11.113145,0.2733333333333333,0.32,0.69428844,0.565012848682329,42.51935910697991,Moderate Risk,35.5432,106.6608107
China,Shangrao,2016,41,70,6.9428844,11.113145,0.2733333333333333,0.28,0.69428844,0.565012848682329,41.71935910697992,Moderate Risk,28.7435852,117.40539
China,Yingtan,2016,41,59,6.9428844,11.113145,0.2733333333333333,0.236,0.69428844,0.565012848682329,40.83935910697992,Moderate Risk,28.2741176,117.034423
Colombia,La Estrella,2014,41,47,1.9766101,25.307676,0.2733333333333333,0.188,0.19766101,0.009277581559011,18.832105164513557,Low Risk,6.1576781,-75.6433878
Croatia,Slavonski Brod,2016,41,63,4.370736,22.794458,0.2733333333333333,0.252,0.4370736,0.1076734973218589,26.868275279770515,Moderate Risk,45.1584339,18.0125553
India,Navi Mumbai,2016,41,67,1.7504745,6.369765,0.2733333333333333,0.268,0.17504745,0.7507226513779872,34.80873536089308,Moderate Risk,19.0308262,73.0198537
India,Udaipur,2016,41,98,1.7504745,6.369765,0.2733333333333333,0.392,0.17504745,0.7507226513779872,37.288735360893085,Moderate Risk,24.578721,73.6862571
South Africa,Johannesburg,2011,41,85,8.949351,0.6918544,0.2733333333333333,0.34,0.8949351,0.9730206028913776,55.092447391160896,High Risk,-26.205,28.049722
China,Chengde,2016,40,81,6.9428844,11.113145,0.2666666666666666,0.324,0.69428844,0.565012848682329,42.33269244031325,Moderate Risk,40.9507147,117.9567031
China,Panjin,2016,40,67,6.9428844,11.113145,0.2666666666666666,0.268,0.69428844,0.565012848682329,41.21269244031325,Moderate Risk,41.1796147,122.0524321
India,Guwahati,2016,40,81,1.7504745,6.369765,0.2666666666666666,0.324,0.17504745,0.7507226513779872,35.66206869422641,Moderate Risk,26.1805978,91.753943
North Macedonia,Skopje,2016,40,69,3.368327,17.240671,0.2666666666666666,0.276,0.3368327,0.3251118404408397,29.425557475483465,Moderate Risk,41.9961816,21.4319213
China,Baiyin,2016,39,95,6.9428844,11.113145,0.26,0.38,0.69428844,0.565012848682329,43.18602577364658,Moderate Risk,36.536461,104.784953
China,Dalian,2016,39,67,6.9428844,11.113145,0.26,0.268,0.69428844,0.565012848682329,40.94602577364659,Moderate Risk,38.9130495,121.6098013
China,Jieyang,2016,39,60,6.9428844,11.113145,0.26,0.24,0.69428844,0.565012848682329,40.38602577364658,Moderate Risk,23.553156,116.3680354
China,Liupanshui,2016,39,68,6.9428844,11.113145,0.26,0.272,0.69428844,0.565012848682329,41.02602577364659,Moderate Risk,26.5963778,104.8279652
China,Ningbo,2016,39,62,6.9428844,11.113145,0.26,0.248,0.69428844,0.565012848682329,40.54602577364659,Moderate Risk,29.8622194,121.6203873
China,Shangluo,2016,39,72,6.9428844,11.113145,0.26,0.288,0.69428844,0.565012848682329,41.34602577364659,Moderate Risk,34.4228647,111.0489969
China,Wuwei,2016,39,97,6.9428844,11.113145,0.26,0.388,0.69428844,0.565012848682329,43.34602577364659,Moderate Risk,37.9304281,102.6373055
China,Yantai,2016,39,76,6.9428844,11.113145,0.26,0.304,0.69428844,0.565012848682329,41.66602577364659,Moderate Risk,37.461928,121.4425255
China,Zhaoyang,2016,39,69,6.9428844,11.113145,0.26,0.276,0.69428844,0.565012848682329,41.10602577364658,Moderate Risk,27.3236062,103.7039262
India,Solapur,2016,39,71,1.7504745,6.369765,0.26,0.284,0.17504745,0.7507226513779872,34.59540202755974,Moderate Risk,17.8499067,75.2763203
Iran,Shahinshahr,2016,39,89,7.6919622,1.3443363,0.26,0.356,0.76919622,0.9474750457335096,51.8534253146702,High Risk,32.8604273,51.5273149
Peru,Lima,2016,39,58,1.7072773,23.559713,0.26,0.232,0.17072773,0.0777127193403635,20.00880898680727,Low Risk,-12.0459808,-77.0305912
Turkey,Amasya,2016,39,57,4.9668326,13.98593,0.26,0.228,0.49668326,0.45253939398609,33.944453079721804,Moderate Risk,40.6569451,35.7727169
China,Foshan,2016,38,55,6.9428844,11.113145,0.2533333333333333,0.22,0.69428844,0.565012848682329,39.71935910697992,Moderate Risk,23.0239788,113.1159558
China,Gannan,2016,38,70,6.9428844,11.113145,0.2533333333333333,0.28,0.69428844,0.565012848682329,40.91935910697992,Moderate Risk,34.3971917,102.7098994
China,Guigang,2016,38,55,6.9428844,11.113145,0.2533333333333333,0.22,0.69428844,0.565012848682329,39.71935910697992,Moderate Risk,23.3594346,110.0412939
China,Rongcheng,2014,38,57,7.187588,9.689675,0.2533333333333333,0.228,0.7187588,0.6207436425135608,41.48338218360456,Moderate Risk,37.1649467,122.482296
China,Wenzhou,2016,38,81,6.9428844,11.113145,0.2533333333333333,0.324,0.69428844,0.565012848682329,41.79935910697992,Moderate Risk,27.9963899,120.695345
China,Zhangye,2016,38,90,6.9428844,11.113145,0.2533333333333333,0.36,0.69428844,0.565012848682329,42.51935910697991,Moderate Risk,39.121833,99.924947
India,Jabalpur,2016,38,79,1.7504745,6.369765,0.2533333333333333,0.316,0.17504745,0.7507226513779872,34.968735360893085,Moderate Risk,23.1701522,79.9324505
Iran,Shahre Ghods,2016,38,87,7.6919622,1.3443363,0.2533333333333333,0.348,0.76919622,0.9474750457335096,51.42675864800352,High Risk,35.6890751,51.1134052
Iran,Shahryar,2016,38,87,7.6919622,1.3443363,0.2533333333333333,0.348,0.76919622,0.9474750457335096,51.42675864800352,High Risk,32.6941276,51.6601568
China,Chifeng,2016,37,76,6.9428844,11.113145,0.2466666666666666,0.304,0.69428844,0.565012848682329,41.13269244031325,Moderate Risk,43.2564906,118.9759212
China,Guiyang,2016,37,63,6.9428844,11.113145,0.2466666666666666,0.252,0.69428844,0.565012848682329,40.09269244031325,Moderate Risk,26.5878031,106.7086936
China,Guoluo,2016,37,72,6.9428844,11.113145,0.2466666666666666,0.288,0.69428844,0.565012848682329,40.81269244031325,Moderate Risk,34.1417533,99.5011203
China,Mudanjiang,2016,37,68,6.9428844,11.113145,0.2466666666666666,0.272,0.69428844,0.565012848682329,40.49269244031325,Moderate Risk,44.5790216,129.6113766
China,Qinzhou,2016,37,79,6.9428844,11.113145,0.2466666666666666,0.316,0.69428844,0.565012848682329,41.37269244031325,Moderate Risk,34.5797531,105.7062921
China,Zhaoqing,2016,37,55,6.9428844,11.113145,0.2466666666666666,0.22,0.69428844,0.565012848682329,39.45269244031325,Moderate Risk,23.0501661,112.4603629
Iran,Lavan Island,2016,37,85,7.6919622,1.3443363,0.2466666666666666,0.34,0.76919622,0.9474750457335096,51.00009198133686,High Risk,26.8102234,53.354309
Iran,Sari,2012,37,90,7.5503836,1.2841341,0.2466666666666666,0.36,0.75503836,0.9498320440519756,51.16407474770619,High Risk,36.5537458,53.0602761
China,Dingxi,2016,36,75,6.9428844,11.113145,0.24,0.3,0.69428844,0.565012848682329,40.786025773646585,Moderate Risk,35.5810207,104.6229826
China,Guangzhou,2016,36,56,6.9428844,11.113145,0.24,0.224,0.69428844,0.565012848682329,39.26602577364658,Moderate Risk,23.1288454,113.2590064
China,Nanning,2016,36,62,6.9428844,11.113145,0.24,0.248,0.69428844,0.565012848682329,39.746025773646586,Moderate Risk,22.8157737,108.318024
China,Qingyuan,2016,36,52,6.9428844,11.113145,0.24,0.208,0.69428844,0.565012848682329,38.94602577364659,Moderate Risk,23.6832984,113.0505994
China,Qiqihar,2016,36,61,6.9428844,11.113145,0.24,0.244,0.69428844,0.565012848682329,39.66602577364659,Moderate Risk,47.3392424,123.9495373
China,"Taizhou, Zhejiang",2016,36,77,6.9428844,11.113145,0.24,0.308,0.69428844,0.565012848682329,40.94602577364659,Moderate Risk,28.6581723,121.4163876
Colombia,Medellin,2015,36,60,1.9379755,25.544643,0.24,0.24,0.19379755,0.0,18.275951000000003,Low Risk,6.2697325,-75.6025597
Iran,Varamin,2016,36,83,7.6919622,1.3443363,0.24,0.332,0.76919622,0.9474750457335096,50.5734253146702,High Risk,35.3283255,51.6460307
Iran,Yazd,2016,36,83,7.6919622,1.3443363,0.24,0.332,0.76919622,0.9474750457335096,50.5734253146702,High Risk,32.0406164,54.6657189
Mexico,Monterrey,2011,36,86,4.1937428,5.6022654,0.24,0.344,0.41937428,0.7807713085138264,40.48291177027653,Moderate Risk,25.6802019,-100.315258
Pakistan,Faisalabad,2013,36,148,0.7020431,10.559191,0.24,0.592,0.07020431,0.5867009040442166,34.57810428088434,Moderate Risk,31.4220558,73.0923253
Chile,"El Bosque, Chile",2016,35,67,4.6121125,19.341196,0.2333333333333333,0.268,0.46121125,0.2428734190393712,28.775026714120767,Moderate Risk,-33.5561468,-70.6655679
Chile,Temuco,2016,35,52,4.6121125,19.341196,0.2333333333333333,0.208,0.46121125,0.2428734190393712,27.575026714120764,Moderate Risk,-38.7358908,-72.590538
China,Dongguan,2016,35,49,6.9428844,11.113145,0.2333333333333333,0.196,0.69428844,0.565012848682329,38.43935910697992,Moderate Risk,23.0183568,113.7452332
China,Songyuan,2016,35,69,6.9428844,11.113145,0.2333333333333333,0.276,0.69428844,0.565012848682329,40.03935910697992,Moderate Risk,45.1386775,124.8170805
China,Weihai,2016,35,63,6.9428844,11.113145,0.2333333333333333,0.252,0.69428844,0.565012848682329,39.55935910697992,Moderate Risk,37.5120997,122.1152599
India,Thiruvananthapuram,2016,35,48,1.7504745,6.369765,0.2333333333333333,0.192,0.17504745,0.7507226513779872,31.688735360893084,Moderate Risk,8.4882267,76.947551
Iran,Ghom,2016,35,81,7.6919622,1.3443363,0.2333333333333333,0.324,0.76919622,0.9474750457335096,50.146758648003534,High Risk,34.6422939,50.8801184
China,Hechi,2016,34,55,6.9428844,11.113145,0.2266666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk,24.7169004,107.8857367
China,Jiangmen,2016,34,55,6.9428844,11.113145,0.2266666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk,22.5816619,113.0761073
China,Nantou,2014,34,51,7.187588,9.689675,0.2266666666666666,0.204,0.7187588,0.6207436425135608,39.93671551693789,Moderate Risk,22.7205471,113.2863511
China,Shuangyashan,2016,34,55,6.9428844,11.113145,0.2266666666666666,0.22,0.69428844,0.565012848682329,38.65269244031325,Moderate Risk,46.6738195,131.1331152
China,Yunfu,2016,34,51,6.9428844,11.113145,0.2266666666666666,0.204,0.69428844,0.565012848682329,38.33269244031325,Moderate Risk,22.8546663,111.8078586
India,Vizag,2016,34,76,1.7504745,6.369765,0.2266666666666666,0.304,0.17504745,0.7507226513779872,33.66206869422641,Moderate Risk,17.6935526,83.2921297
Philippines,Malabon,2015,34,73,1.0544406,14.374724,0.2266666666666666,0.292,0.1054440599999999,0.4373175781017931,25.76189942870253,Moderate Risk,14.6578504,120.9511261
Philippines,Pasig,2016,34,73,1.1262923,13.798237,0.2266666666666666,0.292,0.11262923,0.4598878311758905,26.35700789018448,Moderate Risk,14.5605166,121.0764343
South Africa,Vereeniging,2014,34,58,8.663356,0.81018883,0.2266666666666666,0.232,0.8663356,0.9683876484058836,50.401131634784335,High Risk,-26.6747222,27.9261111
Chile,Cerro Navia,2016,33,62,4.6121125,19.341196,0.22,0.248,0.46121125,0.2428734190393712,27.841693380787422,Moderate Risk,-33.4252778,-70.7461548
Chile,Los Ángeles,2016,33,57,4.6121125,19.341196,0.22,0.228,0.46121125,0.2428734190393712,27.441693380787424,Moderate Risk,-37.4707455,-72.351686
China,Chaozhou,2016,33,51,6.9428844,11.113145,0.22,0.204,0.69428844,0.565012848682329,38.06602577364659,Moderate Risk,23.656593,116.6204223
China,Jiayuguan,2016,33,98,6.9428844,11.113145,0.22,0.392,0.69428844,0.565012848682329,41.826025773646585,Moderate Risk,39.7722294,98.2885388
China,Lishui,2016,33,70,6.9428844,11.113145,0.22,0.28,0.69428844,0.565012848682329,39.58602577364658,Moderate Risk,28.4704064,119.9184297
China,Shaoguan,2016,33,51,6.9428844,11.113145,0.22,0.204,0.69428844,0.565012848682329,38.06602577364659,Moderate Risk,24.8309489,113.8155263
China,Zhangzhou,2016,33,65,6.9428844,11.113145,0.22,0.26,0.69428844,0.565012848682329,39.18602577364658,Moderate Risk,24.2388257,117.4524304
Indonesia,Bandung,2014,33,59,1.9238018,4.707626,0.22,0.236,0.1923801799999999,0.8157976623918125,33.68355684783625,Moderate Risk,-6.9218457,107.6070833
India,Tezpur,2016,33,52,1.7504745,6.369765,0.22,0.208,0.17504745,0.7507226513779872,31.475402027559745,Moderate Risk,26.6169571,92.7650072
Iran,Khorramabad,2016,33,75,7.6919622,1.3443363,0.22,0.3,0.76919622,0.9474750457335096,49.1334253146702,Moderate Risk,33.4842109,48.3538276
Iran,Pakdasht,2016,33,75,7.6919622,1.3443363,0.22,0.3,0.76919622,0.9474750457335096,49.1334253146702,Moderate Risk,35.4784573,51.6824624
Mexico,Toluca,2011,33,80,4.1937428,5.6022654,0.22,0.32,0.41937428,0.7807713085138264,39.20291177027653,Moderate Risk,19.292545,-99.6569007
