Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,PM2.5_normalized,PM10_normalized,co2_normalized,ren_normalized,risk_score,risk_category,death_rate
Thailand,Bangkok,2015,28,41,3.9282057,4.201601,0.1866666666666666,0.164,0.39282057,0.835609231970693,35.32,Moderate Risk,29
Bulgaria,Ruse,2015,27,41,6.7052627,10.786984,0.18,0.164,0.67052627,0.5777824971096147,35.45,Moderate Risk,63
Chile,Puerto Montt,2016,27,55,4.6121125,19.341196,0.18,0.22,0.46121125,0.2428734190393712,25.68,Moderate Risk,18
China,Anshun,2016,27,38,6.9428844,11.113145,0.18,0.152,0.69428844,0.565012848682329,35.43,Moderate Risk,64
China,Fuzhou,2016,27,50,6.9428844,11.113145,0.18,0.2,0.69428844,0.565012848682329,36.39,Moderate Risk,64
China,Haixi,2016,27,65,6.9428844,11.113145,0.18,0.26,0.69428844,0.565012848682329,37.59,Moderate Risk,64
China,Huizhou,2016,27,45,6.9428844,11.113145,0.18,0.18,0.69428844,0.565012848682329,35.99,Moderate Risk,64
China,Ningde,2016,27,46,6.9428844,11.113145,0.18,0.184,0.69428844,0.565012848682329,36.07,Moderate Risk,64
China,Shenzhen,2016,27,42,6.9428844,11.113145,0.18,0.168,0.69428844,0.565012848682329,35.75,Moderate Risk,64
India,Aizawl,2016,27,44,1.7504745,6.369765,0.18,0.176,0.17504745,0.7507226513779872,29.24,Moderate Risk,83
Iran,Hamadan,2016,27,61,7.6919622,1.3443363,0.18,0.244,0.76919622,0.9474750457335096,46.41,Moderate Risk,51
Iran,Pol-e Dokhtar,2016,27,62,7.6919622,1.3443363,0.18,0.248,0.76919622,0.9474750457335096,46.49,Moderate Risk,51
Israel,Bnei Brak,2015,27,65,7.815259,1.2694155,0.18,0.26,0.7815259,0.9504082973359116,47.04,Moderate Risk,15
Italy,Cassino,2016,27,35,5.9216995,16.411886,0.18,0.14,0.59216995,0.3575599046539369,28.99,Moderate Risk,15
Italy,Dalmine,2016,27,31,5.9216995,16.411886,0.18,0.124,0.59216995,0.3575599046539369,28.67,Moderate Risk,15
Italy,Milan,2016,27,36,5.9216995,16.411886,0.18,0.144,0.59216995,0.3575599046539369,29.07,Moderate Risk,15
Poland,Chełm,2015,27,35,8.167728,6.386764,0.18,0.14,0.8167728000000001,0.7500571173208331,41.34,Moderate Risk,41
Poland,Kalisz,2016,27,33,8.449371,5.877876,0.18,0.132,0.8449370999999999,0.7699807772583014,42.14,Moderate Risk,41
Poland,Kędzierzyn-Koźle,2016,27,32,8.449371,5.877876,0.18,0.128,0.8449370999999999,0.7699807772583014,42.06,Moderate Risk,41
Poland,Lublin,2016,27,31,8.449371,5.877876,0.18,0.124,0.8449370999999999,0.7699807772583014,41.98,Moderate Risk,41
Poland,Siedlce,2016,27,29,8.449371,5.877876,0.18,0.116,0.8449370999999999,0.7699807772583014,41.82,Moderate Risk,41
Poland,Trzebinia,2016,27,35,8.449371,5.877876,0.18,0.14,0.8449370999999999,0.7699807772583014,42.3,Moderate Risk,41
Turkey,Sivas,2016,27,56,4.9668326,13.98593,0.18,0.224,0.49668326,0.45253939398609,30.66,Moderate Risk,39
